id|notificationreferencenumber|vehicleproperty_vin|vehicleproperty_description_short|nBody|nChas|BrandModel|BrandModel2|BrandModel3|Brand|Brand2
263|2014-000-000200-270||Трактор ХТЗ-150К-09-25заводской № машины (рамы) 592780(661453-665388)двигатель № Е0546060коробка передач № 14330основной ведущий мост (мосты) № В1312251В1401070цвет синий2014 год выпуска заводом|||||FORD CARGO||
265|2014-000-000202-524|WBAFG01040L189459|МаркаМодель BMW X6 XDRIVE 360 Наименование (тип ТС) ЛЕГКОВОЙВ год выпуска 2009 тип№ двигателя ДИЗЕЛЬНЫЙ22719523113077 кузовкабина WBAFG01040L189459 цвет БЕЛЫЙ Мощность двигателял.с. 286 (210) Рабочий объем двигателякуб.см 2993 Организация- изготовитель ТС (страна) Германия Серия№ТДТПО 10009142/191212/ВБ-6680446 ПТС 77 УА №927211 от 19.12.2012 года|||||MAN OTHER|BMW|
327|2014-000-000205-467||Комбайн кормоуборочный самоходный JOHN DEERE 7350. Предприятие изготовитель – ZWEIGNIEDERLASSUNG DER DEER & COMPANY. Год выпуска – 2011. Заводской № машины (рамы) – 1Z07350XCB0511603. Двигатель № - 6135HZ006AB RG6135L017818. Цвет – зеленыйжелтый. Вид движителя – колесный. Мощность двигателякВт (л.с.) 352(478.91). Конструкционная массакг – 16000. Максимальная конструкционная скоростькм/час – 30. Габаритные размерымм – 6620/3450/3700|||||IZH OTHER||
331|2014-000-000206-417||Комбайн зерноуборочный New-Holland CSX 7080 в комплекте с жаткой и рапсовым столом. Предприятие изготовитель – СНХ Бельгиум Н.В. Год выпуска – 2008. Заводской № машины (рамы) – 371664040. Двигатель № - 8870. Цвет – желтый. Вид движителя – колесный. Мощность двигателякВт (л.с.) 221(300). Конструкционная массакг – 13130. Максимальная конструкционная скоростькм/час – 30. Габаритные размерымм – 8640х3840х3980|||||IZH OTHER||
332|2014-000-000206-417||Комбайн зерноуборочный New-Holland CSX 7080 в комплекте с жаткой и рапсовым столом. Предприятие изготовитель – СНХ Бельгиум Н.В. Год выпуска – 2008. Заводской № машины (рамы) – 371664031. Двигатель № - 8800. Цвет – желтый. Вид движителя – колесный. Мощность двигателякВт (л.с.) 221(300). Конструкционная массакг – 13130. Максимальная конструкционная скоростькм/час – 30. Габаритные размерымм – 8640х3840х3980|||||IZH OTHER||
333|2014-000-000206-417||Трактор колесный JOHN DEERE 8430. Предприятие изготовитель – ДИР ЭНД КОМПАНИ (ДЖОН ДИР). Год выпуска – 2008. Заводской № машины (рамы) – RW8430P025310. Двигатель № - RG6090B002628. Коробка передач – R0TD168119839. Цвет – зеленый. Вид движителя – колесный. Мощность двигателякВт (л.с.) 224.33(305). Конструкционная массакг – 11793. Максимальная конструкционная скоростькм/час – 42.|||||KMZ 8119||
334|2014-000-000206-417||Трактор колесный JOHN DEERE 8430. Предприятие изготовитель – ДИР ЭНД КОМПАНИ (ДЖОН ДИР). Год выпуска – 2008. Заводской № машины (рамы) – RW8430P040101. Двигатель № - RG6090B003741. Коробка передач – R0TD1681235594. Цвет – зеленый. Вид движителя – колесный. Мощность двигателякВт (л.с.) 224.33(305). Конструкционная массакг – 12184. Максимальная конструкционная скоростькм/час – 40.|||||UAZ 3741||
335|2014-000-000206-417||Косилка балкоукладчик «МАСDON М-150» с зерновой жаткой D-60 с шириной захвата 76 м и травяной жаткой А40 с шириной захвата 55м. Предприятие изготовитель – МАСDON INDASTRIES LTD. Год выпуска – 2008. Заводской № машины (рамы) – 181208-08. Двигатель № - CUMMINS QSB-130 46849209. Цвет – красный. Вид движителя – колесный. Мощность двигателякВт (л.с.) 95.55(130). Конструкционная массакг – 5259. Максимальная конструкционная скоростькм/час – 37. Габаритные размеры – 4940/3990/3380.|||||IZH OTHER||
336|2014-000-000206-417||Косилка балкоукладчик «Мак Дон М-150» с зерновой жаткой D-60 с шириной захвата 76 м и травяной жаткой А40 с шириной захвата 55м. Предприятие изготовитель – МАСDON INDASTRIES LTD. Год выпуска – 2008. Заводской № машины (рамы) – 181224-08. Двигатель № - CUMMINS QSB-130 46844620. Цвет – красный. Вид движителя – колесный. Мощность двигателякВт (л.с.) 95.55(130). Конструкционная массакг – 5259. Максимальная конструкционная скоростькм/час – 37. Габаритные размеры – 4940/3990/3380.|||||IZH OTHER||
338|2014-000-000209-423|JTEBU29J305129806|МаркаМодель TOYOTA LAND CRUISER 120 Наименование (тип ТС) ЛЕГКОВОЙВ год выпуска 2008 тип№ двигателя БЕНЗИНОВЫЙIGR 5604856 кузовкабина JTEBU29J305129806 цвет черный Мощность двигателял.с. 249 (183) Рабочий объем двигателякуб.см 3956 Организация- изготовитель ТС (страна) Япония Серия№ТДТПО 10009191/010408/0007640 ПТС 78 ТХ № 931259 от 01.04.2008года|||TOYOTA LAND CRUISER PRADO 120|||LEXUS|
339|2014-000-000211-932|TSMMZC21S00704903|МаркаМодель SUZUKI SWIFT Наименование (тип ТС) ЛЕГКОВОЙВ год выпуска 2009 тип№ двигателя БЕНЗИНОВЫЙM15A 1360119 кузовкабина TSMMZC21S00704903 цвет красный Мощность двигателял.с. 101 л.с745 кВт Рабочий объем двигателякуб.см 1490 Организация- изготовитель ТС (страна) Мадьяр Сузуки Корпорейшн (Венгрия) Серия№ТДТПО 10009010/211009/0007766 ПТС 77 УМ №179535 от 21.10.2009 г.|||||SUZUKI OTHER|FIAT|
340|2014-000-000212-672|TMAD251BBEJ147636|HYUNDAI I302013 год||||||HYUNDAI|
341|2014-000-000213-514|1GYFK63877R225329|МаркаМодель CADILLAC ESCALADE AWD Наименование (тип ТС) ЛЕГКОВОЙВ год выпуска 2006 тип№ двигателя БЕНЗИНОВЫЙкузовкабина 1GYFK63877R225329 цвет черный Мощность двигателял.с. 409 (301) Рабочий объем двигателякуб.см 6199 Организация- изготовитель ТС (страна) США Серия№ТДТПО 10009050/131206/0009338 ПТС 77 ТТ №855898 от 13.12.2006 года|||CADILLAC ESCALADE|||CADILLAC|
342|2014-000-000214-470|WDD2073481F190859|МаркаМодель MERSEDES BENZ E 200 Наименование (тип ТС) ЛЕГКОВОЙВ год выпуска 2012 тип№ двигателя БЕНЗИНОВЫЙ22719523113077 кузовкабина WDD2073481F190859 цвет белый Мощность двигателял.с. 184(135) Рабочий объем двигателякуб.см 1796 Организация- изготовитель ТС (страна) Германия Серия№ТДТПО 10009210/100812/0005135 ПТС 77 УА №871397 от 10.08.2012 года|||||MAN OTHER|MERCEDES-BENZ|
343|2014-000-000215-844|KMHGC41EBBU119775|МаркаМодель HYUNDAI GENESIS 38 AT Наименование (тип ТС) ЛЕГКОВОЙВ год выпуска 2010 тип№ двигателя БЕНЗИНОВЫЙкузовкабина KMHGC41EBBU119775 цвет черный Мощность двигателял.с. 290 (213) Рабочий объем двигателякуб.см 3778 Организация- изготовитель ТС (страна) ХЕНДЭ МОТОРКОРЕЯ Серия№ТДТПО 10009194/041010/0018978 ПТС 78 УН №197421 от 04.10.2010 года||||HYUNDAI OTHER|HYUNDAI OTHER|HYUNDAI|
345|2014-000-000217-619|WVGZZZ7LZ7D069168|МаркаМодель VOLKSWAGEN TOUAREG Наименование (тип ТС) ЛЕГКОВОЙВ год выпуска 2007 тип№ двигателя ДИЗЕЛЬНЫЙBKS 053944 кузовкабина WVGZZZ7LZ7D069168 цвет ЧЕРНЫЙ Мощность двигателял.с. 224 л.с165 кВт Рабочий объем двигателякуб.см 2967 Организация- изготовитель ТС (страна) VOLKSWAGEN (Германия) Серия№ТДТПО 10009050/010311/ВБ-6567003 ПТС 77 УН №662656 от 01.03.2011 г.|||VOLKSWAGEN TOUAREG||MAN OTHER|VOLKSWAGEN|
346|2014-000-000218-202|WAUZZZ8T89A007203|МаркаМодель AUDI A5 Наименование (тип ТС) ЛЕГКОВОЙВ год выпуска 2008 тип№ двигателя БЕНЗИНОВЫЙCAB 031654 кузовкабина WAUZZZ8T89A007203 цвет темно-серый Мощность двигателял.с. 170 л.с125 кВт Рабочий объем двигателякуб.см 1798 Организация- изготовитель ТС (страна) АУДИ АГ (Германия) Серия№ТДТПО 10009140/310708/0024137 ПТС 77 УА №779958 от 31.07.2008 г.||||AUDI OTHER|MAN OTHER|AUDI|
347|2014-000-000219-224|Y3M5440A5C0002349|МАЗ 5440А5-370-031 грузовой - тягач седельный2012 г.в.||||MAZ OTHER|MAZ OTHER|MAZ|
348|2014-000-000220-895|XW7BF4FK10S024845|МаркаМодель TOYOTA Camry Наименование (тип ТС) ЛЕГКОВОЙВ год выпуска 2013 тип№ двигателя БЕНЗИНОВЫЙкузовкабина XW7BF4FK10S024845 цвет черный металлик Мощность двигателял.с. 181(133) Рабочий объем двигателякуб.см 2494 Организация- изготовитель ТС (страна) Россия Серия№ТДТПО отсутствует ПТС 78 НР №429341 от 18.01.2013 года|||TOYOTA CAMRY|||TOYOTA|
349|2014-000-000222-034|Y3M5440A5C0002874|МАЗ 5440А5-370-031 грузовой - тягач седельный2012 г.в.||||MAZ OTHER|MAZ OTHER|MAZ|
350|2014-000-000224-311|Z94CC41BADR126555|МаркаМодель KIA RIO Наименование (тип ТС) ЛЕГКОВОЙВ год выпуска 2013 тип№ двигателя БЕНЗИНОВЫЙG4FCDW519571 кузовкабина Z94CC41BADR126555 цвет БЕЛЫЙ Мощность двигателял.с. 123 л.с. (904 кВт) Рабочий объем двигателякуб.см 1591 Организация- изготовитель ТС (страна) ООО ХММР (Россия) Серия№ТДТПО отсутствует ПТС 78 НС №255654 от 22.04.2013 г.|||KIA RIO|||HYUNDAI|
351|2014-000-000225-615|XTAFS015LE0783489|LADAFS015LLADA LARGUS тип легковойкатегория Вгод изготовления 2014номер двигателя К7МUA37343; номер кузова XTAFS015LE0783489; регистрационный номер М468КУ48ПТС 63 НХ 195784|||LADA LARGUS VP||LADA LARGUS VU|ATLETIC|
352|2014-000-000225-615|XU6298910E1006612|УАЗ-29891 тип спецпассажирскийкатегория Вгод изготовления 2014номер двигателя 409110*Е3000529; номер кузова 396200Е0200654; регистрационный номер М257МЕ48ПТС 73 НХ 508070|||||UAZ OTHER|FIAT|
353|2014-000-000225-615|XTA212140E2173972|LADA212140LADA 4x4 тип легковойкатегория Вгод изготовления 2014номер двигателя 212140562861; номер кузова XTA212140E2173972; регистрационный номер М531КУ48ПТС 63 НТ 628702|||||LADA 4X4|ATLETIC|
358|2014-000-000228-651|XWEPC811DC0009327|МаркаМодель KIA SLS (SPORTAGESLSLS) Наименование (тип ТС) ЛЕГКОВОЙВ год выпуска 2011 тип№ двигателя БЕНЗИНОВЫЙG4KD BS091129 кузовкабина XWEPC811DC0009327 цвет ЧЕРНЫЙ ПЕРЛАМУТР Мощность двигателял.с. 150 (110) Рабочий объем двигателякуб.см 1998 Организация- изготовитель ТС (страна) ООО ЭЛЛАДА ИНТЕРТРЕЙД (Россия) Серия№ТДТПО отсутствует ПТС 39 НЕ №839112 от 27.08.2011 г|||KIA SPORTAGE 3||LADA OTHER|GENESIS|
